epoch,accuracy,loss,lr,val_accuracy,val_loss
32,0.2368263155221939,3.6620521545410156,0.00020381103,0.138671875,4.9561028480529785
33,0.22842396795749664,3.6225011348724365,0.00018441584,0.1591796875,7.176843166351318
34,0.2435481995344162,3.5908944606781006,0.00016686635,0.1318359375,6.391335964202881
35,0.2575921416282654,3.5238287448883057,0.00015098692,0.1357421875,7.853121757507324
36,0.2564408481121063,3.4800913333892822,0.00013661862,0.12109375,8.13454818725586
37,0.26299363374710083,3.4461262226104736,0.00012361763,0.1455078125,8.833404541015625
38,0.26839515566825867,3.4282262325286865,0.00011185386,0.1416015625,5.7321953773498535
39,0.27631738781929016,3.3770205974578857,0.00010120956,0.1494140625,7.376138687133789
40,0.2829192280769348,3.3320891857147217,9.157819e-05,0.140625,14.88668155670166
41,0.2835193872451782,3.300693988800049,8.286338e-05,0.138671875,14.601883888244629
42,0.28988116979599,3.2830898761749268,7.4977885e-05,0.146484375,26.40190315246582
43,0.2939623296260834,3.2496752738952637,6.78428e-05,0.1455078125,51.889251708984375
44,0.29300203919410706,3.226361036300659,6.13867e-05,0.1416015625,31.068252563476562
45,0.3081262707710266,3.171778678894043,5.5544984e-05,0.1396484375,61.409706115722656
46,0.3066858649253845,3.168219566345215,5.025918e-05,0.15625,84.69178009033203
47,0.31124716997146606,3.1408352851867676,4.5476387e-05,0.158203125,54.34109115600586
48,0.3152082562446594,3.1456475257873535,4.1148734e-05,0.158203125,79.19949340820312
49,0.3195294737815857,3.114912271499634,3.7232916e-05,0.1474609375,64.9609146118164
50,0.32409074902534485,3.114048719406128,3.3689736e-05,0.1533203125,79.8036880493164
51,0.3215700387954712,3.0847175121307373,3.0483732e-05,0.13671875,25.472658157348633
52,0.33117273449897766,3.0727977752685547,2.7582822e-05,0.154296875,60.19489669799805
53,0.32553115487098694,3.069307327270508,2.495797e-05,0.1689453125,55.81510543823242
54,0.33261314034461975,3.0452663898468018,2.2582904e-05,0.1572265625,62.24089050292969
55,0.3250510096549988,3.0479729175567627,2.0433858e-05,0.1572265625,72.48651123046875
56,0.3276917636394501,3.030630350112915,1.8489318e-05,0.146484375,63.91045379638672
57,0.3260113000869751,3.0516273975372314,1.6729828e-05,0.1494140625,71.62673950195312
58,0.34077543020248413,3.0197813510894775,1.51377735e-05,0.15625,141.81658935546875
59,0.3359740674495697,3.0122318267822266,1.3697224e-05,0.1650390625,156.8250732421875
60,0.33501380681991577,3.0232179164886475,1.2393761e-05,0.158203125,83.6492691040039
61,0.3473772704601288,2.978740692138672,1.1214339e-05,0.1591796875,204.13002014160156
62,0.33993518352508545,3.004157304763794,1.0147153e-05,0.1533203125,208.03903198242188
63,0.3356139659881592,2.9962551593780518,9.181524e-06,0.15234375,258.7852478027344
64,0.3459368646144867,2.9756011962890625,8.307787e-06,0.1640625,86.41357421875
65,0.33525386452674866,3.0068650245666504,7.517196e-06,0.146484375,93.38265228271484
66,0.34173569083213806,2.992558717727661,6.8018403e-06,0.1494140625,78.4758529663086
67,0.3404153287410736,2.998164653778076,6.1545593e-06,0.1591796875,101.04518127441406
68,0.33969512581825256,3.0019867420196533,5.5688756e-06,0.12890625,100.78929901123047
69,0.3453367054462433,2.9819014072418213,5.038927e-06,0.14453125,178.58058166503906
70,0.34521666169166565,2.9647557735443115,4.5594097e-06,0.1435546875,163.0035858154297
71,0.3412555456161499,2.9876322746276855,4.125525e-06,0.162109375,207.91207885742188
72,0.3479774296283722,2.9529755115509033,3.7329291e-06,0.1669921875,114.1291275024414
73,0.35085824131965637,2.9530632495880127,3.377694e-06,0.1494140625,88.23786163330078
74,0.3456968069076538,2.9712870121002197,3.0562637e-06,0.158203125,36.44227981567383
75,0.34341615438461304,2.9849860668182373,2.7654219e-06,0.150390625,65.55847930908203
76,0.34377625584602356,2.960047721862793,2.502257e-06,0.1533203125,149.17137145996094
77,0.34665706753730774,2.969705104827881,2.264136e-06,0.15234375,159.83932495117188
78,0.3471372127532959,2.9494056701660156,2.0486748e-06,0.158203125,31.85099220275879
79,0.34377625584602356,2.972565174102783,1.8537177e-06,0.140625,164.09967041015625
